#------------------------------------------------------------#
# EXAMPLE DATA
# When loading with CSV.jl, provide the `comment="#"` option.
#
# System size                  L = 20:10:60
# Time between samples in MCS  tau = 10 
# Number of samples            N = 50_000
#------------------------------------------------------------#
L,T,e,e2,m,m2,m4,absem
40,2.2222222222222223,-2419.30384,5.86567930048e6,-0.018643200000000033,0.570050141875,0.3438859907632615,0.7465460500000001
50,2.2222222222222223,-3784.00536,1.43381977264e7,-0.19809111999999993,0.5708281431936001,0.3384768259219905,0.750453136
60,2.2222222222222223,-5446.89552,2.969710974016e7,-0.7492957777777777,0.567326230654321,0.3319964177517235,0.7493103333333333
20,2.227272727272727,-603.94368,367620.9408,0.0957421,0.5962048695,0.38965831779108745,0.7575508999999999
30,2.227272727272727,-1356.39272,1.84671293728e6,-0.006474444444444457,0.5743625788641974,0.353746327709673,0.7478230666666668
40,2.227272727272727,-2408.23536,5.81243542848e6,-0.532088075,0.5607575905937501,0.333214521575884,0.7407358749999999
50,2.227272727272727,-3761.97256,1.417270247648e7,-0.7411830079999999,0.5574617285888,0.32455090110287504,0.7411830079999999
60,2.227272727272727,-5420.58376,2.9412073448e7,-0.7417034888888889,0.5560978285185185,0.3198693503046371,0.7417034888888889
20,2.2323232323232323,-601.50016,364717.31456,-0.15243790000000002,0.5884086205,0.3818051615697625,0.7513479000000001
30,2.2323232323232323,-1349.0116,1.82691878624e6,-0.2900232444444444,0.5633758254814815,0.34314752535544363,0.7388049333333332
40,2.2323232323232323,-2392.7776,5.73903731776e6,-0.025058349999999983,0.5436078766875,0.3175958103731411,0.7265303
50,2.2323232323232323,-3740.06904,1.400956110496e7,-0.519856192,0.540560882432,0.3082649799301385,0.7278634879999999
60,2.2323232323232323,-5385.76584,2.90381005936e7,0.10845015555555554,0.5369151853086419,0.3021542297813866,0.7260517333333334
20,2.2373737373737375,-597.70864,360245.85664,0.03393989999999999,0.5760256384999999,0.36902995150741247,0.7420097
30,2.2373737373737375,-1341.68576,1.80743129984e6,0.2874808888888889,0.5523718184691357,0.3317066637310878,0.7308624
40,2.2373737373737375,-2382.064,5.68782721536e6,0.16037814999999994,0.535510369125,0.3085707207230455,0.7208982
50,2.2373737373737375,-3722.66184,1.387934660576e7,-0.4195253759999999,0.5323277585152001,0.298804995445849,0.72304288
60,2.2373737373737375,-5358.5428,2.874514938016e7,-0.40885631111111104,0.5269172383333333,0.29059250273368464,0.7197822444444445
20,2.242424242424242,-594.84048,356943.66208,0.03698689999999999,0.5687693994999999,0.36210596182483745,0.7360789
30,2.242424242424242,-1334.62664,1.78864297952e6,0.12048128888888888,0.5391604034567901,0.3193636408476937,0.7200898222222223
40,2.242424242424242,-2366.9964,5.61689443296e6,-0.07254330000000002,0.520167064,0.2943305209444926,0.7085155499999999
50,2.242424242424242,-3696.668,1.368814609536e7,-0.10518147200000003,0.510042281984,0.28005157872858605,0.703216768
60,2.242424242424242,-5318.74152,2.832232084064e7,-0.701702311111111,0.5023744856790123,0.26768309436601195,0.701702311111111
20,2.2474747474747474,-592.10224,353718.24192,-0.1225427,0.5599551265,0.3527581977212125,0.7296521
30,2.2474747474747474,-1323.76984,1.76025671648e6,0.23015831111111115,0.5189473434074073,0.30165780378165963,0.7026067555555556
40,2.2474747474747474,-2354.46928,5.55775731584e6,0.2729435,0.5093004011875,0.2827582332687692,0.7015977999999999
50,2.2474747474747474,-3674.24032,1.35235726976e7,0.33549052800000007,0.4944907937792,0.2658514225612712,0.69104944
60,2.2474747474747474,-5288.38968,2.8002145688e7,-0.08103408888888895,0.4874510349259259,0.255450433817944,0.6879793777777778
20,2.2525252525252526,-588.58568,349550.18656,-0.07891239999999997,0.548847212,0.3410773989348499,0.7212578
30,2.2525252525252526,-1320.73384,1.75206564768e6,-0.044292266666666635,0.5177506492839506,0.2987600398839006,0.7031605333333333
40,2.2525252525252526,-2338.74592,5.48468520576e6,-0.40187157500000004,0.49077989221874996,0.26689678846794856,0.685759125
50,2.2525252525252526,-3648.89128,1.333881941024e7,0.008166768000000012,0.4752213147264,0.2488241170273139,0.6751496479999999
60,2.2525252525252526,-5253.8624,2.763830296064e7,-0.6738956666666668,0.4687389451481482,0.23798601386017218,0.6741420000000001
20,2.257575757575758,-584.3996,344805.13632,-0.0620175,0.5335438935,0.3285714115177875,0.7070507
30,2.257575757575758,-1309.75768,1.72347504928e6,-0.030479911111111115,0.49671954469135804,0.28020555254819257,0.6857179555555555
40,2.257575757575758,-2322.41264,5.40905668096e6,0.17987567500000004,0.47107900709374995,0.250976481652549,0.668282175
50,2.257575757575758,-3619.32728,1.312470624672e7,-0.36494915199999994,0.4494472880384,0.22719363002474732,0.653921184
60,2.257575757575758,-5216.37128,2.724720856992e7,-0.5323647666666667,0.4472327118580247,0.2201887535472375,0.6556993888888889
20,2.2626262626262625,-582.8132,342919.78656,-0.02424300000000001,0.5316153069999999,0.324952438884475,0.7071312
30,2.2626262626262625,-1303.36416,1.7069421472e6,0.12635697777777777,0.48777664908641977,0.27206084633759586,0.6781072888888888
40,2.2626262626262625,-2306.45968,5.33549868224e6,0.11467567499999999,0.45367466590625,0.23657352077758187,0.652208925
50,2.2626262626262625,-3598.53776,1.2975553408e7,0.09845265599999999,0.43310235787519996,0.21520284104829163,0.6380222879999999
60,2.2626262626262625,-5174.79424,2.681715606016e7,0.15617437777777782,0.416512389345679,0.19848258470720648,0.6259113111111111
20,2.2676767676767677,-579.49264,339096.19584,0.1202893,0.5207940464999999,0.3147759662887125,0.6981010999999998
30,2.2676767676767677,-1293.6408,1.68185934976e6,-0.1454844,0.4698860076049382,0.2565804684846466,0.6630237777777779
40,2.2676767676767677,-2291.92384,5.26927443904e6,0.026033275,0.43679110084375,0.22364963581177555,0.6364444250000001
50,2.2676767676767677,-3568.41312,1.275979169728e7,-0.017789552000000004,0.40814265104639996,0.19466716445348578,0.6173295520000001
60,2.2676767676767677,-5142.22048,2.64829975296e7,-0.10933414444444446,0.4001328443641975,0.1867740305044451,0.6102898777777778
20,2.272727272727273,-575.412,334454.62912,-0.02157039999999999,0.505736751,0.301492626072375,0.6850305999999999
30,2.272727272727273,-1285.15464,1.66014608864e6,-0.08512648888888887,0.4562499348148148,0.24567212639925376,0.6502953777777778
40,2.272727272727273,-2274.1464,5.18820218176e6,0.009900525000000016,0.41631092646874995,0.2070011983664523,0.619238375
50,2.272727272727273,-3544.11264,1.258773476544e7,0.15708360000000002,0.39097422375679997,0.1823156145846674,0.6007810399999999
60,2.272727272727273,-5109.5492,2.614741103136e7,-0.03996947777777779,0.38501891824074075,0.1737323829719022,0.5986967222222223
20,2.2777777777777777,-573.29104,332045.58528,-0.012070999999999998,0.5017439699999999,0.29678920001025,0.6827510000000001
30,2.2777777777777777,-1276.69304,1.63855199264e6,-0.1447976888888889,0.44022872513580247,0.23181443555986223,0.6368056
40,2.2777777777777777,-2258.22608,5.11622769216e6,0.058484025,0.39908517203125,0.19356203907720904,0.603917275
50,2.2777777777777777,-3517.70928,1.240197097152e7,0.042018799999999995,0.36605857373440004,0.16591532857876023,0.5749150239999999
60,2.2777777777777777,-5068.67368,2.57311642928e7,-0.10160267777777773,0.36174525458641976,0.1558814509996425,0.5784832333333333
20,2.282828282828283,-568.5576,326665.47584,-0.02580920000000001,0.48446729899999996,0.281751415711175,0.6673148
30,2.282828282828283,-1270.64352,1.62319672192e6,-0.02140040000000001,0.43128587841975313,0.22465779554887708,0.6286447555555555
40,2.282828282828283,-2246.8452,5.06456711648e6,0.10610269999999998,0.3910900494375,0.18545336120352804,0.59899165
50,2.282828282828283,-3493.68096,1.223391516032e7,-0.172877952,0.348964649856,0.1536058620675666,0.559307264
60,2.282828282828283,-5013.94864,2.518153976192e7,-0.06206003333333335,0.31665881870987655,0.12992516189297001,0.5288664555555556
20,2.287878787878788,-565.70504,323488.2544,-0.003845700000000013,0.4772702055,0.2752626432160875,0.6611881
30,2.287878787878788,-1261.55712,1.60024285568e6,0.17744408888888888,0.41597853590123457,0.2121118339411734,0.6153295111111111
40,2.287878787878788,-2228.03184,4.98115049664e6,0.05545867500000002,0.36453204634374997,0.1685928145918775,0.570217625
50,2.287878787878788,-3462.70048,1.201810099584e7,0.051837392,0.321584221888,0.13513639336863892,0.532506096
60,2.287878787878788,-4978.6456,2.482881239808e7,-0.025943266666666676,0.2985116310123457,0.11760881093366625,0.5115865333333334
20,2.292929292929293,-562.31712,319646.23232,-0.02277150000000001,0.4656323255,0.2645811147203375,0.6518567
30,2.292929292929293,-1254.86936,1.5835611632e6,0.011710800000000018,0.4042213849876543,0.20346035795891557,0.6038790666666666
40,2.292929292929293,-2213.34304,4.91607871232e6,0.002565425000000005,0.34976184653125,0.15861188412671742,0.555653875
50,2.292929292929293,-3445.92832,1.190205522816e7,-0.10709049600000001,0.3149758095872,0.130242134851424,0.526291584
60,2.292929292929293,-4946.50752,2.450930516736e7,-0.00959713333333334,0.2797767704691358,0.10663041430860189,0.49137524444444447
20,2.297979797979798,-559.04608,316071.80288,0.03306709999999999,0.45496881250000004,0.25632458067216246,0.6417525
30,2.297979797979798,-1242.90912,1.55368837184e6,-0.008543155555555555,0.38353928167901236,0.18722188458030425,0.5854758666666666
40,2.297979797979798,-2200.5164,4.85871905184e6,0.013421399999999997,0.34033423093750004,0.14942760691713058,0.5489008
50,2.297979797979798,-3419.0396,1.171738292064e7,0.03661638400000002,0.29227435028480003,0.11583869724585721,0.50313872
60,2.297979797979798,-4902.3072,2.40733301024e7,-0.05743280000000001,0.25054512379012345,0.09027683267257672,0.4587792666666667
20,2.303030303030303,-555.83048,312502.70496,0.030896100000000017,0.4447631245,0.2476400286816625,0.6328627
30,2.303030303030303,-1235.24912,1.53482527232e6,0.03090062222222222,0.36805039446913573,0.176539813597576,0.5701377777777779
40,2.303030303030303,-2180.95304,4.7735384816e6,0.016675424999999987,0.31377507303125,0.132953243279768,0.522546875
50,2.303030303030303,-3386.36688,1.149496904512e7,0.013133280000000013,0.26074615390719996,0.0984935019087108,0.46765267200000005
60,2.303030303030303,-4863.87488,2.36970402336e7,0.017102477777777784,0.22773106736419754,0.07764399635076981,0.43367487777777775
20,2.308080808080808,-552.81808,309165.80416,-0.02833160000000001,0.4356934329999999,0.239673093317725,0.6246754
30,2.308080808080808,-1225.82344,1.51158767136e6,0.007795111111111105,0.35178785560493825,0.16447685381257637,0.5543845333333333
40,2.308080808080808,-2162.87392,4.6950308288e6,-0.05331712499999999,0.29159821340625,0.12021722050452877,0.49671892500000003
50,2.308080808080808,-3365.72424,1.135551391392e7,-0.07634896000000002,0.24928907458560004,0.09124581292588596,0.45630470400000006
60,2.308080808080808,-4816.73984,2.323935425216e7,0.04327958888888889,0.1977017510802469,0.06273262668309926,0.39672776666666665
20,2.313131313131313,-547.82424,303689.11456,-0.017568500000000004,0.4175811655000001,0.22489977734218747,0.6083753
30,2.313131313131313,-1215.55232,1.48629831232e6,0.007219822222222225,0.3319899332345679,0.14988815511107403,0.5359696
40,2.313131313131313,-2148.1984,4.63128954688e6,-0.016821250000000013,0.2759463666875,0.1101334726516833,0.4806575
50,2.313131313131313,-3342.54696,1.119853270304e7,0.01311119999999998,0.23210686655999999,0.0810541050255221,0.437336032
60,2.313131313131313,-4789.16056,2.297280862368e7,0.02984132222222223,0.18726712211728394,0.05694509738009425,0.3863042555555556
20,2.3181818181818183,-546.43504,302175.79008,0.062048499999999986,0.4166337555,0.22343368794018753,0.6081625
30,2.3181818181818183,-1207.99432,1.46819332512e6,0.010883377777777772,0.32074878340740737,0.14403280003289254,0.5219874666666667
40,2.3181818181818183,-2132.43224,4.56341414752e6,0.010057199999999992,0.25959006156250003,0.10005496210550635,0.46286774999999997
50,2.3181818181818183,-3310.92064,1.098715984896e7,-0.0076988639999999945,0.20323794658560002,0.06644855650150837,0.40259780799999995
60,2.3181818181818183,-4752.664,2.262322580608e7,0.05006621111111111,0.16762765977160496,0.04758734563834597,0.3617135444444444
20,2.323232323232323,-543.15216,298605.37088,0.08345780000000001,0.405898965,0.21503548839157502,0.5979836000000001
30,2.323232323232323,-1202.55536,1.45492831808e6,-0.002326755555555553,0.3138159324444445,0.13790630151033267,0.517241511111111
40,2.323232323232323,-2112.70824,4.47931288032e6,-0.047867475000000013,0.23492857409374998,0.08553717905413101,0.4369861749999999
50,2.323232323232323,-3288.42904,1.08382906128e7,-0.003959919999999979,0.19189690210559998,0.0606693874365635,0.38872987200000003
60,2.323232323232323,-4728.63888,2.23954827616e7,-0.032537255555555554,0.1588233185617284,0.044329993331342424,0.3486471888888889
20,2.3282828282828283,-539.00208,294076.49216,0.010498700000000005,0.39265674149999996,0.2040290816484375,0.5864133
30,2.3282828282828283,-1192.06056,1.42982084e6,0.022200622222222226,0.2936997712592593,0.1252702356665474,0.49582044444444445
40,2.3282828282828283,-2098.49216,4.418991184e6,0.0072561499999999985,0.21984408031250002,0.07716234044928096,0.4194571000000001
50,2.3282828282828283,-3265.93944,1.069071143712e7,-0.005600496000000001,0.1747110551424,0.05315540358807289,0.365550416
60,2.3282828282828283,-4686.8844,2.20002334512e7,0.009077500000000002,0.13710777425308643,0.034675117995812334,0.32097852222222223
20,2.3333333333333335,-535.58192,290418.77504,-0.0566416,0.380236253,0.19410012720912498,0.5754473999999999
30,2.3333333333333335,-1184.1308,1.41073555232e6,-0.05469453333333333,0.28291390074074074,0.1168772380699552,0.4865211111111112
40,2.3333333333333335,-2090.21864,4.38445723552e6,-0.04467754999999999,0.218813334625,0.07649594350099727,0.4178922
50,2.3333333333333335,-3253.41176,1.060900658272e7,0.013053455999999998,0.17732814311679998,0.05326755274165798,0.37141940800000006
60,2.3333333333333335,-4664.61056,2.17914902752e7,0.033040511111111115,0.13104959655555554,0.032561918190070385,0.31125844444444445
20,2.3383838383838382,-532.56784,287202.19328,0.010037899999999994,0.3712791425,0.1876333586244125,0.5661385
30,2.3383838383838382,-1176.63472,1.39298134336e6,0.012244622222222215,0.26920265955555556,0.1094419532875325,0.470196
40,2.3383838383838382,-2076.112,4.32512028672e6,0.0012278500000000145,0.20595635512499996,0.06841224512147988,0.40529685
50,2.3383838383838382,-3226.4328,1.043278885312e7,-0.013276399999999999,0.15564730425599999,0.043412890065126136,0.34394356800000003
60,2.3383838383838382,-4627.37936,2.144356463936e7,0.03598361111111112,0.11005547653703703,0.024430307356972065,0.28195298888888887
20,2.3434343434343434,-528.23336,282550.60896,-0.005315099999999998,0.35708971950000007,0.1767013306971375,0.5526583
30,2.3434343434343434,-1171.37216,1.3806245696e6,0.048146,0.2642573002469136,0.10597693253059766,0.46535008888888896
40,2.3434343434343434,-2058.9268,4.25372118368e6,-0.020939149999999997,0.18402379074999997,0.05888159343600625,0.37615770000000004
50,2.3434343434343434,-3205.24384,1.029532613952e7,-0.006118687999999997,0.139573804032,0.03676737835973955,0.321451648
60,2.3434343434343434,-4596.674,2.11598434704e7,0.023032955555555554,0.10104828760493827,0.021675895613448782,0.2674052444444444
20,2.3484848484848486,-524.89312,279055.7664,0.002420199999999999,0.34727339399999996,0.17003524518495,0.5425755999999999
30,2.3484848484848486,-1161.35024,1.35699341184e6,-0.016574044444444443,0.24337463940740742,0.09426867154305699,0.44103919999999996
40,2.3484848484848486,-2044.6796,4.19470547488e6,0.04088574999999999,0.167943586,0.05124729270792168,0.3559689
50,2.3484848484848486,-3186.9568,1.017831674048e7,-0.01573808,0.1319720776704,0.033613135680140085,0.311251968
60,2.3484848484848486,-4576.9744,2.097828691328e7,-0.003077933333333323,0.09635005198765434,0.01963758106212846,0.26194771111111115
20,2.3535353535353534,-522.668,276692.49728,-0.015572199999999998,0.34018495200000004,0.16454347184895,0.5360326
30,2.3535353535353534,-1155.42968,1.343157272e6,-0.006621244444444448,0.23698875851851853,0.08979754970074075,0.4350084444444445
40,2.3535353535353534,-2035.85088,4.15872988352e6,-0.040840175000000006,0.16710407634375,0.050334791798931,0.35555567500000007
50,2.3535353535353534,-3167.0084,1.005089793056e7,-0.020287952,0.1217483029888,0.02939391197700813,0.29740107200000004
60,2.3535353535353534,-4550.5004,2.073546643936e7,-0.014404955555555559,0.08984946461728394,0.01718135554541535,0.2524968
20,2.3585858585858586,-519.91104,273829.91872,-0.029587999999999996,0.33299746199999997,0.15923768878334998,0.5289044
30,2.3585858585858586,-1148.38776,1.3269563344e6,-0.012910844444444446,0.22672806795061728,0.08458690799089796,0.42269635555555557
40,2.3585858585858586,-2020.18632,4.09452241056e6,0.023922750000000007,0.1495951379375,0.04233006868075185,0.33364070000000007
50,2.3585858585858586,-3146.00912,9.91721203776e6,-0.022892864,0.10820851973119999,0.024541305061677593,0.277071744
60,2.3585858585858586,-4522.06344,2.047670431136e7,-0.0169385,0.07916387122839508,0.014169067554492926,0.23382074444444442
20,2.3636363636363638,-516.46056,270226.13856,0.027073800000000002,0.322259134,0.15119997121255,0.5192861999999999
30,2.3636363636363638,-1139.7576,1.30688913088e6,-0.012906177777777784,0.214599992,0.07648143354486256,0.4104372
40,2.3636363636363638,-2009.2296,4.0500278944e6,0.0039785,0.143386751375,0.03931644180905996,0.3255993
50,2.3636363636363638,-3129.08272,9.81106724672e6,-0.004326544000000003,0.10311956455679999,0.022416203958353045,0.270803504
60,2.3636363636363638,-4496.08728,2.024187613536e7,-0.019622577777777775,0.06955869971604937,0.011341362448561642,0.21803008888888886
20,2.3686868686868685,-512.81016,266435.6656,-0.04768290000000001,0.31039003749999994,0.1431696334388875,0.5066535
30,2.3686868686868685,-1131.50112,1.28799994816e6,0.023775555555555557,0.19979623269135802,0.06937463282240927,0.3920147555555556
40,2.3686868686868685,-1998.65488,4.00775824768e6,-0.010117799999999996,0.1365450808125,0.0365080588097499,0.31602795
50,2.3686868686868685,-3106.26656,9.66776378368e6,-0.007919088000000001,0.0874435574912,0.017371337704574986,0.24493192
60,2.3686868686868685,-4472.40344,2.002891599968e7,-0.023153277777777776,0.06747834630246914,0.01057788842383809,0.21557023333333333
20,2.3737373737373737,-510.62456,264194.85088,0.009320600000000009,0.305053024,0.13909418858019998,0.5016280000000001
30,2.3737373737373737,-1125.1836,1.273483768e6,-0.005549244444444446,0.19024485234567903,0.06341629150581972,0.38239786666666664
40,2.3737373737373737,-1986.60992,3.9592170848e6,-0.028322525,0.12706215753125003,0.03236523716366372,0.302841675
50,2.3737373737373737,-3092.89,9.58435101984e6,0.0019642400000000016,0.08548436099840001,0.016413786881709694,0.243816624
60,2.3737373737373737,-4446.40192,1.979591117952e7,-0.001449922222222225,0.059496854388888895,0.008370238785056178,0.20170152222222223
20,2.378787878787879,-507.25112,260686.52128,0.0019504000000000092,0.294189821,0.131618326443725,0.49047979999999997
30,2.378787878787879,-1120.17624,1.26218847136e6,-0.004809377777777779,0.18513684138271602,0.06103269492582374,0.37564786666666666
40,2.378787878787879,-1975.73592,3.91576342112e6,-0.019679725000000002,0.11979831371875,0.029457593230535102,0.293527625
50,2.378787878787879,-3078.95984,9.49793718272e6,0.024497199999999997,0.0805797873792,0.014722319125230627,0.23612964799999997
60,2.378787878787879,-4423.43176,1.959161291424e7,0.003492855555555554,0.05571430278395061,0.007762991616767412,0.19326054444444443
20,2.3838383838383836,-504.85496,258298.41952,-0.009204599999999995,0.28884843699999996,0.128549473242625,0.4845846
30,2.3838383838383836,-1112.81016,1.24551565984e6,0.0229904,0.1758354939259259,0.05633367713855912,0.3640711111111112
40,2.3838383838383836,-1962.83832,3.86458170656e6,0.020161699999999998,0.108876747,0.02520231222558691,0.27749445
50,2.3838383838383836,-3058.47704,9.3718044592e6,-0.011615279999999995,0.07229333548800002,0.012273037099577696,0.22296199999999997
60,2.3838383838383836,-4403.8924,1.941928616416e7,0.003640922222222223,0.052341761808641966,0.006840410324990498,0.18695812222222222
20,2.388888888888889,-500.54064,253837.9456,-0.0070786000000000035,0.274313739,0.11856582964237501,0.4693994
30,2.388888888888889,-1106.59288,1.23161821984e6,-0.01241995555555556,0.16729641669135803,0.05240964564585107,0.35255071111111114
40,2.388888888888889,-1952.50064,3.82391253568e6,0.016458050000000002,0.10067990218750002,0.022443310890375684,0.26459669999999996
50,2.388888888888889,-3044.37928,9.28565284e6,-0.00024561599999999543,0.06825993862400001,0.01129851539566206,0.21447569600000002
60,2.388888888888889,-4382.42928,1.923016311424e7,-0.01089083333333333,0.0501866294382716,0.006425105982411167,0.18273525555555556
20,2.393939393939394,-498.08088,251362.60768,-0.0201057,0.2669992395,0.1134894529524375,0.4625069
30,2.393939393939394,-1101.2,1.21958305024e6,0.013889244444444443,0.16134806202469135,0.04886746722121823,0.3465301333333334
40,2.393939393939394,-1942.39496,3.78431582112e6,0.011519674999999998,0.09924461371875,0.02128980635865776,0.264661775
50,2.393939393939394,-3034.91144,9.22794820768e6,0.015437200000000003,0.0716315395456,0.012026080924927024,0.221444464
60,2.393939393939394,-4358.26416,1.901843965888e7,-0.00019537777777777705,0.046169417654320984,0.005332121165402248,0.17614671111111113
20,2.398989898989899,-495.23688,248513.77696,0.009676100000000002,0.2603905775,0.10900757538698748,0.4556027
30,2.398989898989899,-1093.54464,1.20255599744e6,-0.014440088888888886,0.1473785197037037,0.04301291985462314,0.3276539555555556
40,2.398989898989899,-1933.4732,3.74947544032e6,-0.023671099999999997,0.09405055237500001,0.019602220398391407,0.25565344999999995
50,2.398989898989899,-3016.00152,9.11325050592e6,0.018729856,0.061178590975999994,0.009182654024793128,0.203136288
60,2.398989898989899,-4339.23944,1.885288716896e7,0.0118683,0.04456807687037037,0.00513414666053431,0.17181638888888887
20,2.404040404040404,-492.37296,245651.71584,-0.0024276999999999996,0.2526488965,0.1042935805880125,0.4472107
30,2.404040404040404,-1088.1976,1.19074065664e6,0.004524311111111119,0.14314328997530865,0.04045115072466417,0.32301951111111105
40,2.404040404040404,-1923.92936,3.71252326752e6,-0.0098467,0.091054012375,0.01850315795302363,0.25150495
50,2.404040404040404,-3000.38464,9.01882336576e6,0.007702239999999999,0.05721413606399999,0.008297773218225488,0.19556627199999999
60,2.404040404040404,-4319.90672,1.868472866112e7,-0.020032722222222223,0.04294332575925926,0.004694009401903767,0.16925556666666666
20,2.409090909090909,-489.2556,242544.17248,0.015379200000000003,0.24358073299999997,0.098535484408925,0.4375178
30,2.409090909090909,-1082.82728,1.17910491616e6,-0.006450222222222226,0.14078766755555555,0.039487129450517425,0.3193576888888889
40,2.409090909090909,-1915.11608,3.67850062112e6,0.009018600000000002,0.085925489375,0.01674202394820957,0.2440057
50,2.409090909090909,-2986.61496,8.93605074528e6,0.00022294400000000083,0.054717519974400004,0.00758681735282855,0.191075168
60,2.409090909090909,-4300.2104,1.851489103424e7,0.0013545333333333332,0.03942722398765432,0.004109241459014079,0.16106199999999998
20,2.414141414141414,-486.04016,239350.80256,0.005887800000000002,0.231550059,0.09165000710842498,0.4236474
30,2.414141414141414,-1078.7608,1.17025430848e6,0.012971911111111113,0.13780660069135803,0.03785632202161183,0.3164200888888889
40,2.414141414141414,-1908.01936,3.65124990656e6,-0.013033850000000001,0.08496080437499999,0.01624474062283711,0.24259044999999999
50,2.414141414141414,-2974.15248,8.86161079296e6,0.006600655999999998,0.05323809726720001,0.007230647563996274,0.188257104
60,2.414141414141414,-4280.46664,1.834475007968e7,-0.007579677777777776,0.03482346285802469,0.003241911157441989,0.15107918888888888
20,2.419191919191919,-484.82576,238169.76896,0.026762699999999997,0.23238081549999995,0.0914683900393375,0.42531710000000006
30,2.419191919191919,-1071.3408,1.15413160256e6,0.00954391111111111,0.12749851614814817,0.03374598126349813,0.30163404444444447
40,2.419191919191919,-1898.22512,3.61387719168e6,-0.003044525000000001,0.07732759846875001,0.014168493451651904,0.229562025
50,2.419191919191919,-2959.32968,8.77325621024e6,0.007699440000000001,0.0505930220928,0.0065297008102340945,0.183600112
60,2.419191919191919,-4258.69992,1.815940791904e7,0.006447733333333333,0.03473576471604938,0.0033178439237544727,0.15072411111111111
20,2.4242424242424243,-480.69056,234114.34368,0.009943500000000001,0.21963155549999996,0.0843273631818375,0.41045590000000004
30,2.4242424242424243,-1066.0036,1.14258812128e6,-0.003459288888888891,0.12136633718518516,0.030899113308222037,0.2936378666666667
40,2.4242424242424243,-1889.2752,3.57982564288e6,-0.0027625999999999987,0.0756726383125,0.01350928078352412,0.22747165
50,2.4242424242424243,-2944.74664,8.68704849568e6,0.0034450879999999985,0.046050448358400005,0.00542274916179311,0.17513846400000002
60,2.4242424242424243,-4239.17128,1.799273956512e7,-0.007043322222222223,0.03303067611728395,0.002898955381068417,0.1474342777777778
20,2.4292929292929295,-478.57008,231995.53856,0.007949600000000005,0.215469848,0.08100798613685,0.40693660000000004
30,2.4292929292929295,-1060.8128,1.13140425728e6,-0.01057675555555556,0.11685271535802469,0.028998334213704006,0.2877321333333333
40,2.4292929292929295,-1876.17552,3.52989545216e6,-0.0078649,0.06426116300000001,0.01013100688759414,0.20802915
50,2.4292929292929295,-2931.92192,8.6117403168e6,-0.005361840000000002,0.0458099735168,0.005436109010858616,0.174121808
60,2.4292929292929295,-4223.44872,1.78595656912e7,0.010910166666666667,0.031432854290123456,0.0026561067590326003,0.1437217
20,2.4343434343434343,-476.39688,229899.74944,-0.0138119,0.2096001325,0.07788116434206249,0.3996792999999999
30,2.4343434343434343,-1056.51552,1.12223673792e6,-0.013409288888888884,0.11237599555555557,0.027143443970553266,0.2815730222222222
40,2.4343434343434343,-1871.04128,3.5108833344e6,0.003283500000000001,0.067553715125,0.0109864389278,0.2143065
50,2.4343434343434343,-2920.19608,8.54263911456e6,-0.013953584000000002,0.043918609548799996,0.004918376746738246,0.17095448
60,2.4343434343434343,-4203.3064,1.768954803072e7,0.005502866666666668,0.030487004320987655,0.0025173262516503276,0.14135246666666665
20,2.4393939393939394,-473.66232,227259.12864,0.0016114000000000013,0.20091739299999997,0.073306763016475,0.389191
30,2.4393939393939394,-1053.17072,1.11516989888e6,0.012747733333333336,0.11287852444444445,0.02721842680796415,0.2824147555555555
40,2.4393939393939394,-1862.23448,3.47788716e6,-0.0035183000000000002,0.0645723363125,0.010181924622109473,0.20898595
50,2.4393939393939394,-2906.84752,8.46470469504e6,-0.009378015999999998,0.0404658859264,0.004355171006131585,0.163016256
60,2.4393939393939394,-4183.99384,1.752754870368e7,-0.0021038999999999997,0.02893791131481481,0.002367260128185911,0.13660163333333333
20,2.4444444444444446,-471.50376,225203.36032,-0.024580800000000003,0.19655310999999998,0.0702847875256,0.38537540000000003
30,2.4444444444444446,-1046.06768,1.100055488e6,-0.010920400000000002,0.10262927812345679,0.02338390790253925,0.2674124
40,2.4444444444444446,-1853.34456,3.4446063088e6,-0.0003339249999999993,0.05989998721875,0.00900339391634546,0.200268675
50,2.4444444444444446,-2894.19632,8.39141610688e6,0.0009762560000000008,0.038476525388800004,0.003934075130086015,0.15920665599999997
60,2.4444444444444446,-4167.75152,1.739142782592e7,-0.005101399999999999,0.027068641444444447,0.0020319932763920552,0.13289153333333334
20,2.4494949494949494,-469.622,223398.34336,-0.008865,0.19225014199999998,0.06814140643445,0.37990380000000007
30,2.4494949494949494,-1041.48248,1.0903581712e6,-0.0027018222222222246,0.09881514241975309,0.021891092513515377,0.26209524444444443
40,2.4494949494949494,-1845.57976,3.4158417744e6,0.0031204249999999996,0.05811401940624999,0.008488619278772704,0.19697202500000002
50,2.4494949494949494,-2881.606,8.318341e6,0.0006311360000000005,0.037294860902399994,0.00367479431560328,0.156640384
60,2.4494949494949494,-4148.2876,1.722940249184e7,0.0009032111111111106,0.026193733574074066,0.0019152469345852822,0.1305527
20,2.4545454545454546,-466.08504,220012.86624,-0.0108213,0.18372614149999997,0.06333700867193749,0.36968270000000003
30,2.4545454545454546,-1036.83328,1.08068252288e6,-0.0014831555555555559,0.09594506656790124,0.020926243607234992,0.25733408888888887
